-158.431939524	58.2900859804
-158.325524537	58.3373273953
-156.798808454	59.1495769265
-155.377977695	59.9010044874
-153.522046853	60.6089290051
-152.751078047	60.9851063421
-152.655248676	61.012756915
-150.879040917	61.5185585809
-149.93234675	62.1915365612
-149.012245687	62.6557173284
-148.209962135	62.8597048201
-147.248703634	63.0848099147
-145.362342442	63.236816132
-146.310073616	63.4219622559
-147.321452397	63.5101172816
-148.761617584	63.3839350461
-150.004632211	63.1337951857
-150.630177207	62.7704829693
-152.030223541	62.422507994
-152.129656776	62.3955131132
-153.684525999	61.8858924676
-154.661171845	61.3163330144
-154.699112607	61.3027001352
-155.669773629	61.0871242257
-156.129075478	61.2344831067
-156.133550074	61.2442533548
-156.213115758	61.6556511208
-156.196393733	61.6675683272
-155.216642686	62.0577169795
-154.688351902	63.3049662952
-157.689802393	62.4937153903
-158.13600399	64.2933787999
-155.415657773	64.8306248905
-151.701295115	66.965985468
-155.718356546	66.8121991547
-157.832372649	66.9263049346
-159.581038672	66.90746978
-161.625000655	66.3354313166
-161.266056914	65.8336490276
-161.014497596	65.08231259
-161.091142259	64.4450723616
-161.372499775	64.0231109587
-161.820160778	63.7359191968
-164.368635705	63.1694523702
-165.773631305	62.2995454129
-166.225583109	61.4330351719
-166.210256685	61.4142373472
-165.223690548	60.5391712468
-165.165428883	60.5174162623
-163.882072538	59.8384666981
-162.568898343	60.0260867236
-161.993489327	59.8994932656
-159.025710422	60.5935909706
-160.210433833	59.0749317875
-158.600694647	58.2057424164
