-134.918327686	55.6799311318
-134.710488008	56.3121900982
-134.704395165	56.3570740527
-134.693492258	56.4354886614
-134.856880916	57.5151846429
-134.896956124	57.5403804457
-135.296666485	58.0444132321
-136.283336156	58.6185464627
-137.037915829	59.0698869674
-138.084478779	59.4678680309
-138.756140745	59.8122089218
-139.643399514	60.3056214818
-140.343992199	60.4132741036
-141.171548961	60.7316949995
-143.24872599	61.0827300279
-145.018603484	61.345327191
-145.778206487	61.5623091622
-146.598880961	61.655932603
-147.920194416	61.6179946187
-149.005557301	61.5367864732
-149.715000216	61.1147164983
-150.711728755	60.1857396934
-151.737497722	59.221101248
-153.162705631	58.0502282627
-154.084594	57.4006911997
-154.101310572	57.387925987
-155.225383085	56.8986736751
-155.265306231	56.8939965505
-156.53590194	56.2965335859
-156.595543044	56.2885706987
-157.652868302	55.9690441619
-155.476053593	54.8134643009
-151.482712768	56.2892776521
-151.429527591	56.3159800515
-149.798003607	56.7994104769
-147.807439903	57.5641767576
-147.752855996	57.5992118888
-147.648324284	57.7011534253
-146.976629209	58.3622850759
-146.978101868	58.3729561199
-146.178636116	59.2029823367
-146.160325892	59.2248410316
-146.144549511	59.2680009235
-146.278730884	60.0316561275
-146.048359772	60.4437520335
-146.01136226	60.4981477565
-144.90273775	60.7387290685
-143.282976762	60.6870875663
-141.618540736	60.4988214479
-140.545929417	60.3408221321
-139.653649766	60.1233202254
-138.792938909	59.6406440452
-137.952621417	59.1061166311
-137.278216856	58.579686922
-136.610720379	57.9996693353
-136.616285033	57.9559953563
-136.213596259	57.2261683774
-135.542423462	56.4665390505
-135.078921956	55.7387290421
