-144.226812207	61.324128941
-144.405872797	61.5284273974
-144.853443031	61.6781680133
-145.595363	61.7998528247
-146.493773779	61.9425560876
-146.514711535	61.9418994595
-147.066912674	61.9728695115
-148.073429782	61.9335045484
-148.741579329	61.7940267528
-149.46063097	61.6878096924
-150.266120941	61.5121925184
-151.004433245	61.3453840795
-151.625883175	61.1518278106
-152.116174032	61.0249475029
-152.774917326	60.7101288809
-153.441606519	60.429361504
-154.445697021	60.0779393192
-155.639412256	59.5681878388
-156.616246486	59.0532994978
-157.008785439	58.8549816808
-157.977409256	58.257672333
-158.062322078	58.21367516
-158.523621813	57.9324101473
-159.465591938	57.1779839724
-157.731527064	56.0765945097
-156.586681903	56.405342981
-154.889539895	57.1166351173
-154.152304028	57.5504307137
-153.57076523	58.0104453426
-152.895695124	58.3668007307
-152.439863342	58.7578898814
-151.950187861	59.2579857919
-151.433088002	59.7639845476
-150.982988545	60.1785277652
-150.360685421	60.7500492991
-149.660239015	61.3294054137
-149.12533009	61.5372251396
-148.45317105	61.708632739
-147.933395249	61.7216423838
-147.267821848	61.7381033799
-146.740979285	61.7072208044
-146.09759464	61.7369662687
-145.582629732	61.6221266263
-144.395049496	61.349678461
